subsample,mcc,f1,precision,recall,roc_auc,vs
annomatic_source_subsamples,0.3908491615398477,0.7307692307692307,0.6055776892430279,0.9212121212121213,0.6694295900178253,1.12
annomatic_source_subsamples,0.5697549812187599,0.7978723404255318,0.7109004739336493,0.9090909090909091,0.7751336898395722,1.184
annomatic_source_subsamples,0.5872472357087355,0.8053333333333333,0.719047619047619,0.9151515151515152,0.7840463458110517,1.183
annomatic_source_subsamples,0.6268119041070892,0.817391304347826,0.7833333333333333,0.8545454545454545,0.8125668449197861,1.891
annomatic_source_subsamples,0.5658073468590497,0.7956989247311828,0.714975845410628,0.896969696969697,0.7749554367201426,2.059
annomatic_source_subsamples,0.5701899233120409,0.7777777777777778,0.7924528301886793,0.7636363636363637,0.7847593582887701,3.109
annomatic_source_subsamples,0.5388137115230734,0.7811634349030472,0.7193877551020408,0.8545454545454545,0.7655080213903744,3.754
annomatic_source_subsamples,0.5431373955761121,0.7847411444141689,0.7128712871287128,0.8727272727272727,0.7657754010695186,5.08
annomatic_source_subsamples,0.547324289930483,0.7830985915492958,0.7315789473684211,0.8424242424242424,0.7712121212121211,3.009
annomatic_source_subsamples,0.5845585968445216,0.7965116279069768,0.7653631284916201,0.8303030303030303,0.7916221033868093,9.734
annomatic_source_subsamples,0.6119364032833752,0.8125,0.7647058823529411,0.8666666666666667,0.803921568627451,9.805
annomatic_source_subsamples,0.6021869090337593,0.8046647230320699,0.7752808988764045,0.8363636363636363,0.8005347593582888,10.58
annomatic_source_subsamples,0.5648597410247385,0.7909604519774013,0.7407407407407407,0.8484848484848485,0.7801247771836008,8.193
annomatic_source_subsamples,0.5805411027894339,0.8,0.7384615384615385,0.8727272727272727,0.7863636363636363,18.777
annomatic_source_subsamples,0.5342094119160883,0.7816711590296497,0.7038834951456311,0.8787878787878788,0.7599821746880571,13.205
annomatic_source_subsamples,0.5613002548273889,0.7861271676300577,0.7513812154696132,0.8242424242424242,0.7797682709447417,16.172
annomatic_source_subsamples,0.5556785254601049,0.7838616714697406,0.7472527472527473,0.8242424242424242,0.7768270944741533,18.879
annomatic_source_subsamples,0.562266374180454,0.7934782608695652,0.7192118226600985,0.8848484848484849,0.774777183600713,16.114
annomatic_source_subsamples,0.5728300655662524,0.7978142076502733,0.7263681592039801,0.8848484848484849,0.7806595365418896,35.066
annomatic_source_subsamples,0.5639873125842524,0.7945945945945946,0.7170731707317073,0.8909090909090909,0.7748663101604278,29.869
annomatic_source_subsamples,0.5625559493626513,0.7946666666666667,0.7095238095238096,0.9030303030303031,0.772103386809269,34.784
annomatic_source_subsamples,0.5517346699308332,0.7891891891891891,0.7121951219512195,0.8848484848484849,0.7688948306595366,45.283
annomatic_source_subsamples,0.5294902512676561,0.7810026385224276,0.6915887850467289,0.896969696969697,0.754367201426025,43.611
annomatic_source_subsamples,0.5387038595040269,0.7855297157622739,0.6846846846846847,0.9212121212121213,0.7547237076648843,42.444
annomatic_source_subsamples,0.5630503806550278,0.7922437673130194,0.7295918367346939,0.8666666666666667,0.7774509803921569,57.293
annomatic_source_subsamples,0.5576755853014081,0.7900552486187845,0.7258883248730964,0.8666666666666667,0.7745098039215685,59.903
annomatic_source_subsamples,0.5482951181107204,0.7882037533512064,0.7067307692307693,0.8909090909090909,0.7660427807486629,58.977
annomatic_source_subsamples,0.5150675593471654,0.7745358090185677,0.6886792452830188,0.8848484848484849,0.7483065953654189,61.773
annomatic_source_subsamples,0.5576755853014081,0.7900552486187845,0.7258883248730964,0.8666666666666667,0.7745098039215685,64.13
annomatic_source_subsamples,0.587287049786982,0.8033240997229917,0.7397959183673469,0.8787878787878788,0.7893939393939394,63.862
annomatic_source_subsamples,0.6092226722513265,0.8092485549132948,0.7734806629834254,0.8484848484848485,0.8036541889483066,71.316
annomatic_source_subsamples,0.5159226321027874,0.7763496143958869,0.6741071428571429,0.9151515151515152,0.7428698752228162,70.219
annomatic_source_subsamples,0.5032375618822785,0.7712082262210797,0.6696428571428571,0.9090909090909091,0.7368983957219252,70.787
annomatic_source_subsamples,0.5398410887630019,0.7851458885941645,0.6981132075471698,0.896969696969697,0.7602495543672014,78.699
annomatic_source_subsamples,0.5821208975587848,0.803191489361702,0.7156398104265402,0.9151515151515152,0.7811051693404634,78.699
annomatic_source_subsamples,0.5869260453562074,0.8000000000000002,0.7567567567567568,0.8484848484848485,0.7918894830659537,78.699
